Moneda,Fecha,prices
solana,2023-06-28,16.0
solana,2023-06-29,18.0
solana,2023-06-30,18.93
solana,2023-07-01,18.61
solana,2023-07-02,19.45
solana,2023-07-03,19.21
solana,2023-07-04,19.22
solana,2023-07-05,18.97
solana,2023-07-06,19.92
solana,2023-07-07,21.44
solana,2023-07-08,21.9
solana,2023-07-09,21.35
solana,2023-07-10,21.3
solana,2023-07-11,22.07
solana,2023-07-12,22.0
solana,2023-07-13,25.99
solana,2023-07-14,26.71
solana,2023-07-15,27.35
solana,2023-07-16,27.37
solana,2023-07-17,26.86
solana,2023-07-18,25.53
solana,2023-07-19,26.35
solana,2023-07-20,25.34
solana,2023-07-21,25.59
solana,2023-07-22,24.46
solana,2023-07-23,24.77
solana,2023-07-24,23.42
solana,2023-07-25,23.27
solana,2023-07-26,25.15
solana,2023-07-27,25.09
solana,2023-07-28,24.83
solana,2023-07-29,25.17
solana,2023-07-30,24.27
solana,2023-07-31,23.76
solana,2023-08-01,23.93
solana,2023-08-02,23.13
solana,2023-08-03,22.65
solana,2023-08-04,22.81
solana,2023-08-05,22.63
solana,2023-08-06,23.16
solana,2023-08-07,23.05
solana,2023-08-08,24.2
solana,2023-08-09,24.38
solana,2023-08-10,24.62
solana,2023-08-11,24.58
solana,2023-08-12,24.89
solana,2023-08-13,24.22
solana,2023-08-14,25.15
solana,2023-08-15,23.88
solana,2023-08-16,22.85
solana,2023-08-17,21.65
solana,2023-08-18,21.33
solana,2023-08-19,21.88
solana,2023-08-20,21.75
solana,2023-08-21,21.2
solana,2023-08-22,20.55
solana,2023-08-23,21.67
solana,2023-08-24,21.44
