Moneda,Fecha,Market_Cap
ethereum,2022-05-29,219535934457.98206
ethereum,2022-05-30,241204871683.00946
ethereum,2022-05-31,235235428449.11987
ethereum,2022-06-01,221596716649.26758
ethereum,2022-06-02,222487488380.58923
ethereum,2022-06-03,214879733566.94196
ethereum,2022-06-04,217832477905.49496
ethereum,2022-06-05,218561175507.6209
ethereum,2022-06-06,225224111085.68793
ethereum,2022-06-07,220727955347.00992
ethereum,2022-06-08,217320792647.69748
ethereum,2022-06-09,216720355679.05618
ethereum,2022-06-10,201384347491.6296
ethereum,2022-06-11,185302828001.8518
ethereum,2022-06-12,176649606143.59042
ethereum,2022-06-13,146072737222.6309
ethereum,2022-06-14,146866764082.71503
ethereum,2022-06-15,148791271623.67947
ethereum,2022-06-16,129200159744.2964
ethereum,2022-06-17,132057112459.09528
ethereum,2022-06-18,120148911164.20312
ethereum,2022-06-19,136214925416.2125
ethereum,2022-06-20,136360308696.36774
ethereum,2022-06-21,136466936749.80061
ethereum,2022-06-22,127762640725.99548
ethereum,2022-06-23,138845063633.00702
ethereum,2022-06-24,150370804175.61023
ethereum,2022-06-25,150822450290.39703
ethereum,2022-06-26,145727702946.91232
ethereum,2022-06-27,144903396178.83267
ethereum,2022-06-28,138578887988.78128
ethereum,2022-06-29,133275228451.34706
ethereum,2022-06-30,125647331913.1351
ethereum,2022-07-01,128274306967.60861
ethereum,2022-07-02,127772810160.63632
ethereum,2022-07-03,128552380046.80464
ethereum,2022-07-04,137709680960.0187
ethereum,2022-07-05,135655130079.77824
ethereum,2022-07-06,142216914175.49112
ethereum,2022-07-07,148622605231.4957
ethereum,2022-07-08,148022842649.44733
ethereum,2022-07-09,145667751203.8659
ethereum,2022-07-10,139844141994.57858
ethereum,2022-07-11,131363492852.48433
ethereum,2022-07-12,124831295049.54146
ethereum,2022-07-13,132986401488.71631
ethereum,2022-07-14,142767764050.56015
ethereum,2022-07-15,147677565536.3019
ethereum,2022-07-16,161839496479.48514
ethereum,2022-07-17,161551223982.244
ethereum,2022-07-18,187518878564.43118
ethereum,2022-07-19,184299116474.0005
ethereum,2022-07-20,183383314168.63928
ethereum,2022-07-21,188807814065.77225
ethereum,2022-07-22,183933879174.97644
ethereum,2022-07-23,185766674503.14
ethereum,2022-07-24,192833875418.8718
ethereum,2022-07-25,176371406952.78534
ethereum,2022-07-26,172489862867.98703
ethereum,2022-07-27,195761014376.11777
ethereum,2022-07-28,206347207632.4567
ethereum,2022-07-29,210767555013.8352
ethereum,2022-07-30,203433082401.51196
ethereum,2022-07-31,201684547325.2247
ethereum,2022-08-01,195962280445.4563
ethereum,2022-08-02,197496591505.0525
ethereum,2022-08-03,194280005714.29996
ethereum,2022-08-04,192923352504.82288
ethereum,2022-08-05,206550599256.62897
ethereum,2022-08-06,203417937064.14215
ethereum,2022-08-07,203847481552.73074
ethereum,2022-08-08,213209087779.66412
ethereum,2022-08-09,204260348576.8655
ethereum,2022-08-10,222103417229.72577
ethereum,2022-08-11,225973452853.74725
ethereum,2022-08-12,235254593664.57745
ethereum,2022-08-13,237972056306.98938
ethereum,2022-08-14,232593263080.43414
ethereum,2022-08-15,229440415801.9887
ethereum,2022-08-16,225581585656.9299
ethereum,2022-08-17,220665870251.26813
ethereum,2022-08-18,222652366350.8803
ethereum,2022-08-19,194817731984.87317
ethereum,2022-08-20,189621068133.33334
ethereum,2022-08-21,195324471844.68927
ethereum,2022-08-22,193708156170.03223
ethereum,2022-08-23,199889229686.9934
ethereum,2022-08-24,199117634174.20898
ethereum,2022-08-25,204240810436.6186
ethereum,2022-08-26,181238520850.37888
ethereum,2022-08-27,179887478326.98642
ethereum,2022-08-28,173645963258.54285
ethereum,2022-08-29,187437853967.29883
ethereum,2022-08-30,184447549243.54855
ethereum,2022-08-31,186670000430.8127
ethereum,2022-09-01,191078487039.94174
ethereum,2022-09-02,189678877652.6803
ethereum,2022-09-03,187266246294.68723
ethereum,2022-09-04,190082046955.22556
ethereum,2022-09-05,194714097035.8242
ethereum,2022-09-06,188733785486.0839
ethereum,2022-09-07,196797197824.30237
ethereum,2022-09-08,196882691710.49237
ethereum,2022-09-09,206873029263.2678
ethereum,2022-09-10,214315849498.72748
ethereum,2022-09-11,211895058510.3476
ethereum,2022-09-12,205793007270.87155
ethereum,2022-09-13,189778580452.97882
ethereum,2022-09-14,196550513818.88647
ethereum,2022-09-15,177918273632.48117
ethereum,2022-09-16,172471655154.62585
ethereum,2022-09-17,177299639477.4967
ethereum,2022-09-18,161378107849.57123
ethereum,2022-09-19,166370229681.14825
ethereum,2022-09-20,159844149938.74484
ethereum,2022-09-21,151084586604.48166
ethereum,2022-09-22,160415097114.1742
ethereum,2022-09-23,160823914264.80762
ethereum,2022-09-24,159030822515.26553
ethereum,2022-09-25,156146367767.27133
ethereum,2022-09-26,160767471777.8733
ethereum,2022-09-27,160800122124.8998
ethereum,2022-09-28,161716193676.29504
ethereum,2022-09-29,161267455734.36823
ethereum,2022-09-30,160462955554.32846
ethereum,2022-10-01,158410068981.48102
ethereum,2022-10-02,154934842225.90906
ethereum,2022-10-03,159951067075.9052
ethereum,2022-10-04,164781680358.15567
ethereum,2022-10-05,163475522281.134
ethereum,2022-10-06,163307579801.84253
ethereum,2022-10-07,160084472602.33664
ethereum,2022-10-08,159083423929.71472
ethereum,2022-10-09,159586330117.54977
ethereum,2022-10-10,156180434676.1384
ethereum,2022-10-11,154657511483.1829
ethereum,2022-10-12,156488571589.45505
ethereum,2022-10-13,155703285133.85605
ethereum,2022-10-14,156801885520.45496
ethereum,2022-10-15,154496140301.9263
ethereum,2022-10-16,157219790372.87076
ethereum,2022-10-17,160690333948.33112
ethereum,2022-10-18,158082173402.60727
ethereum,2022-10-19,154808369275.81442
ethereum,2022-10-20,154512893268.0924
ethereum,2022-10-21,156673724237.28812
ethereum,2022-10-22,158365108378.3375
ethereum,2022-10-23,164218113409.75653
ethereum,2022-10-24,161858058865.06808
ethereum,2022-10-25,176051206695.99817
ethereum,2022-10-26,189173389239.5451
ethereum,2022-10-27,182723289741.9848
ethereum,2022-10-28,187324850268.18915
ethereum,2022-10-29,195052502985.67032
ethereum,2022-10-30,191500820025.9781
ethereum,2022-10-31,189478578997.59592
ethereum,2022-11-01,190428736966.3317
ethereum,2022-11-02,183368006193.10986
ethereum,2022-11-03,184398997533.25903
ethereum,2022-11-04,198053929735.65234
ethereum,2022-11-05,196264485041.5907
ethereum,2022-11-06,189763621397.94974
ethereum,2022-11-07,188875473098.02014
ethereum,2022-11-08,160813058133.9897
ethereum,2022-11-09,131794377265.61275
ethereum,2022-11-10,156380990539.85645
ethereum,2022-11-11,155222424523.53937
ethereum,2022-11-12,151059842003.22357
ethereum,2022-11-13,147426038251.7689
ethereum,2022-11-14,149987178583.21732
ethereum,2022-11-15,151062413577.56232
ethereum,2022-11-16,146462319554.31644
ethereum,2022-11-17,144894942760.29672
ethereum,2022-11-18,146145817586.6032
ethereum,2022-11-19,146971097131.67468
ethereum,2022-11-20,137964810712.74976
ethereum,2022-11-21,133733639793.52232
ethereum,2022-11-22,137050514642.06917
ethereum,2022-11-23,142854533237.69275
ethereum,2022-11-24,145091739838.44122
ethereum,2022-11-25,144810246844.91675
ethereum,2022-11-26,145222050633.46432
ethereum,2022-11-27,144507830172.60718
ethereum,2022-11-28,141048501904.6694
ethereum,2022-11-29,146749281622.5983
ethereum,2022-11-30,156777674228.40683
ethereum,2022-12-01,153787135286.89285
ethereum,2022-12-02,155766037022.93884
ethereum,2022-12-03,150322759022.75156
ethereum,2022-12-04,154484879835.4558
ethereum,2022-12-05,151960138515.5798
ethereum,2022-12-06,153112232020.5009
ethereum,2022-12-07,148778387852.61035
ethereum,2022-12-08,154438830699.8818
ethereum,2022-12-09,152405570526.73016
ethereum,2022-12-10,152480155389.30975
ethereum,2022-12-11,152290250844.83786
ethereum,2022-12-12,153743004467.3702
ethereum,2022-12-13,159205793114.4748
ethereum,2022-12-14,157633274799.26862
ethereum,2022-12-15,152444818382.92126
ethereum,2022-12-16,140289330990.1754
ethereum,2022-12-17,143321475845.90793
ethereum,2022-12-18,143142028259.18048
ethereum,2022-12-19,140848456817.4131
ethereum,2022-12-20,146802833364.30045
ethereum,2022-12-21,146039250786.06482
ethereum,2022-12-22,146741009624.09518
ethereum,2022-12-23,147069822795.65387
ethereum,2022-12-24,147173116811.52798
ethereum,2022-12-25,146840669268.71204
ethereum,2022-12-26,147697269147.94653
ethereum,2022-12-27,146030514727.00162
ethereum,2022-12-28,143241827136.73636
ethereum,2022-12-29,144831301452.10547
ethereum,2022-12-30,144611517916.40677
ethereum,2022-12-31,144188788703.97467
ethereum,2023-01-01,144712215098.15164
ethereum,2023-01-02,146443084804.90094
ethereum,2023-01-03,146422424046.4976
ethereum,2023-01-04,151322902029.0838
ethereum,2023-01-05,150805231900.39493
ethereum,2023-01-06,153115414332.1746
ethereum,2023-01-07,152351777734.96948
ethereum,2023-01-08,154857941332.0086
ethereum,2023-01-09,159397504473.27673
ethereum,2023-01-10,160999220384.61914
ethereum,2023-01-11,167839113151.03107
ethereum,2023-01-12,170890542806.26074
ethereum,2023-01-13,174798760594.58777
ethereum,2023-01-14,187276048380.94897
ethereum,2023-01-15,186901700956.48312
ethereum,2023-01-16,190122961411.69482
ethereum,2023-01-17,188982728685.09735
ethereum,2023-01-18,183517931282.58932
ethereum,2023-01-19,186967330908.32364
ethereum,2023-01-20,200011161010.51965
ethereum,2023-01-21,195908718395.08084
ethereum,2023-01-22,196512572594.40756
ethereum,2023-01-23,196541663696.43738
ethereum,2023-01-24,187270576772.9432
ethereum,2023-01-25,194402223992.62006
ethereum,2023-01-26,193276131177.59738
ethereum,2023-01-27,192677648328.43668
ethereum,2023-01-28,189301295262.2017
ethereum,2023-01-29,198339307428.10373
ethereum,2023-01-30,188787565951.33054
ethereum,2023-01-31,191042852121.47128
ethereum,2023-02-01,197724834027.55963
ethereum,2023-02-02,198613736403.15057
ethereum,2023-02-03,200784153460.47113
ethereum,2023-02-04,201099652782.7474
ethereum,2023-02-05,196817854756.22067
ethereum,2023-02-06,194725338782.41467
ethereum,2023-02-07,201779050385.86017
ethereum,2023-02-08,199107556553.15936
ethereum,2023-02-09,186306817307.09564
ethereum,2023-02-10,182839491763.3784
ethereum,2023-02-11,185826666441.3843
ethereum,2023-02-12,182722050130.99646
ethereum,2023-02-13,181589830341.34802
ethereum,2023-02-14,187619568130.73468
ethereum,2023-02-15,201595282287.4858
ethereum,2023-02-16,198370400841.4434
ethereum,2023-02-17,204534589183.7981
ethereum,2023-02-18,203613145994.36063
ethereum,2023-02-19,202999098993.98264
ethereum,2023-02-20,204900256888.84143
ethereum,2023-02-21,199387951962.05505
ethereum,2023-02-22,198153971276.35593
ethereum,2023-02-23,198619189860.05594
ethereum,2023-02-24,193773223390.3348
ethereum,2023-02-25,192056375721.21072
ethereum,2023-02-26,197696596339.3676
ethereum,2023-02-27,197018105507.06073
ethereum,2023-02-28,193276888983.6779
ethereum,2023-03-01,200476156508.34192
ethereum,2023-03-02,198520753673.54544
ethereum,2023-03-03,189178795460.26093
ethereum,2023-03-04,189002414068.6852
ethereum,2023-03-05,188337456156.2138
ethereum,2023-03-06,188803304807.84476
ethereum,2023-03-07,187945419858.86072
ethereum,2023-03-08,185138878803.2572
ethereum,2023-03-09,173232609854.28854
ethereum,2023-03-10,172474466355.71472
ethereum,2023-03-11,176915178456.41873
ethereum,2023-03-12,190440681263.21286
ethereum,2023-03-13,202294154847.0903
ethereum,2023-03-14,205738833552.65433
ethereum,2023-03-15,199607487558.33243
ethereum,2023-03-16,202411234958.15692
ethereum,2023-03-17,215660560704.77524
ethereum,2023-03-18,213123927233.32803
ethereum,2023-03-19,217844457987.9951
ethereum,2023-03-20,209763828559.92316
ethereum,2023-03-21,218008486913.68356
ethereum,2023-03-22,210285658211.08432
ethereum,2023-03-23,219518418514.19247
ethereum,2023-03-24,212072713258.261
ethereum,2023-03-25,211355889911.33264
ethereum,2023-03-26,214528709136.8291
ethereum,2023-03-27,206685090340.53693
ethereum,2023-03-28,213909228254.6471
ethereum,2023-03-29,216268184816.82077
ethereum,2023-03-30,216024475834.15308
ethereum,2023-03-31,219903281108.44144
ethereum,2023-04-01,219561711559.00998
ethereum,2023-04-02,216494189054.4792
ethereum,2023-04-03,218499091537.94772
ethereum,2023-04-04,225257854355.94864
ethereum,2023-04-05,230370056366.2714
ethereum,2023-04-06,225549620778.91388
ethereum,2023-04-07,224884695655.05383
ethereum,2023-04-08,223169245107.38303
ethereum,2023-04-09,224219517643.81366
ethereum,2023-04-10,230201702660.8635
ethereum,2023-04-11,227988460702.9362
ethereum,2023-04-12,231476399968.9067
ethereum,2023-04-13,242284529486.34308
ethereum,2023-04-14,252719453976.0147
ethereum,2023-04-15,251586840869.99887
ethereum,2023-04-16,253507799906.4971
ethereum,2023-04-17,247900016291.37604
ethereum,2023-04-18,251100187595.887
ethereum,2023-04-19,231458322403.79388
ethereum,2023-04-20,233965107542.7419
ethereum,2023-04-21,222536195564.3714
ethereum,2023-04-22,226130094815.9329
ethereum,2023-04-23,224130103074.64252
ethereum,2023-04-24,221819334333.29037
ethereum,2023-04-25,225096171581.73505
ethereum,2023-04-26,224807445929.1713
ethereum,2023-04-27,229940294581.2185
ethereum,2023-04-28,228152292773.13092
ethereum,2023-04-29,229429843509.54
ethereum,2023-04-30,227186562478.89902
ethereum,2023-05-01,220608989107.97202
ethereum,2023-05-02,225192198744.26425
ethereum,2023-05-03,229058202737.14035
ethereum,2023-05-04,226033834100.12152
ethereum,2023-05-05,239911504424.29404
ethereum,2023-05-06,228369002903.6794
ethereum,2023-05-07,228246618295.44156
ethereum,2023-05-08,222406833247.6045
ethereum,2023-05-09,222246427487.22958
ethereum,2023-05-10,221632027136.72604
ethereum,2023-05-11,216323022928.9258
ethereum,2023-05-12,217659652941.87607
ethereum,2023-05-13,216032102439.73022
ethereum,2023-05-14,216439514891.84528
ethereum,2023-05-15,218513683684.05072
ethereum,2023-05-16,219562064257.98773
ethereum,2023-05-17,219124262711.37402
ethereum,2023-05-18,217078808863.77982
ethereum,2023-05-19,218083824882.0496
ethereum,2023-05-20,218770214155.48007
ethereum,2023-05-21,217302257173.6874
ethereum,2023-05-22,218746186925.56677
ethereum,2023-05-23,222906967413.9726
ethereum,2023-05-24,216837950430.06705
ethereum,2023-05-25,217194191610.31747
ethereum,2023-05-26,219969209232.79053
ethereum,2023-05-27,220035586188.35385
ethereum,2023-05-28,230041639357.48282
ethereum,2023-05-29,227805314887.09955
ethereum,2023-05-30,228588229006.90048
ethereum,2023-05-31,225483513769.4682
ethereum,2023-06-01,223850958023.0443
ethereum,2023-06-02,229335461597.8791
ethereum,2023-06-03,227515751048.97668
ethereum,2023-06-04,227418753400.94525
ethereum,2023-06-05,218224817446.19363
ethereum,2023-06-06,226225955928.72498
ethereum,2023-06-07,220285044251.91275
ethereum,2023-06-08,222012641423.25446
ethereum,2023-06-09,221018802010.85452
ethereum,2023-06-10,210950148701.20724
ethereum,2023-06-11,210604043872.2481
ethereum,2023-06-12,209462687695.93982
ethereum,2023-06-13,208703993936.8153
ethereum,2023-06-14,198559274296.62064
ethereum,2023-06-15,200099209933.71683
ethereum,2023-06-16,206321573355.89554
ethereum,2023-06-17,207595972780.22693
ethereum,2023-06-18,206730774198.4613
ethereum,2023-06-19,208507638780.89432
ethereum,2023-06-20,215060967094.14032
ethereum,2023-06-21,227581626984.15152
ethereum,2023-06-22,225381084937.87924
ethereum,2023-06-23,227419416441.5965
ethereum,2023-06-24,225448939889.35513
ethereum,2023-06-25,228332438014.13016
ethereum,2023-06-26,223061316934.54123
ethereum,2023-06-27,227143144300.65317
ethereum,2023-06-28,219923192180.68494
ethereum,2023-06-29,222892015037.67108
ethereum,2023-06-30,232417040695.4234
ethereum,2023-07-01,231096044843.46228
ethereum,2023-07-02,232373535009.1871
ethereum,2023-07-03,234942840998.13855
ethereum,2023-07-04,233226523011.07104
ethereum,2023-07-05,230045605241.41965
ethereum,2023-07-06,223411633998.65668
ethereum,2023-07-07,224666147793.60873
ethereum,2023-07-08,224139520023.71573
ethereum,2023-07-09,224416034755.06198
ethereum,2023-07-10,225295266243.27637
ethereum,2023-07-11,225467256388.71954
ethereum,2023-07-12,225081147081.1057
ethereum,2023-07-13,240656450975.35602
ethereum,2023-07-14,232297518076.90158
ethereum,2023-07-15,232081207333.19733
ethereum,2023-07-16,230847045457.2026
ethereum,2023-07-17,229772643177.76273
ethereum,2023-07-18,227853365302.58752
ethereum,2023-07-19,227127167868.42926
ethereum,2023-07-20,227484313829.40802
ethereum,2023-07-21,227467577018.69775
ethereum,2023-07-22,223308803225.0452
ethereum,2023-07-23,226861079166.83176
ethereum,2023-07-24,222318417477.21103
ethereum,2023-07-25,223476900309.93112
ethereum,2023-07-26,224855185617.9887
ethereum,2023-07-27,223413249190.37912
ethereum,2023-07-28,225320465659.74567
ethereum,2023-07-29,226074318965.13022
ethereum,2023-07-30,223813641443.30435
ethereum,2023-07-31,223177200443.95282
ethereum,2023-08-01,225952018918.58215
ethereum,2023-08-02,220936460217.74472
ethereum,2023-08-03,220768212248.9121
ethereum,2023-08-04,219476177802.69766
ethereum,2023-08-05,220487019493.58868
ethereum,2023-08-06,219533986979.75125
ethereum,2023-08-07,219422824381.99362
ethereum,2023-08-08,223111331723.6391
ethereum,2023-08-09,222992437544.13272
ethereum,2023-08-10,222411268370.8958
ethereum,2023-08-11,222019374228.76486
ethereum,2023-08-12,222069758272.72742
ethereum,2023-08-13,220948326523.33356
ethereum,2023-08-14,221564238004.30878
ethereum,2023-08-15,219472776850.51178
ethereum,2023-08-16,217444475880.3843
ethereum,2023-08-17,201482976932.07773
ethereum,2023-08-18,199322878932.42487
ethereum,2023-08-19,200676423059.4708
ethereum,2023-08-20,202267391138.31247
ethereum,2023-08-21,200865336997.4003
tether,2018-08-22,2716639197.0934076
tether,2018-08-23,2731483650.83002
tether,2018-08-24,2727971118.950374
tether,2018-08-25,2722535740.346884
tether,2018-08-26,2723771032.1156235
tether,2018-08-27,2732665666.390831
tether,2018-08-28,2715010128.8133636
tether,2018-08-29,2728039077.1536984
tether,2018-08-30,2721520394.7395663
tether,2018-08-31,2816280697.763921
tether,2018-09-01,2815472562.5224586
tether,2018-09-02,2813189896.093035
tether,2018-09-03,2809398139.49908
tether,2018-09-04,2810162813.893949
tether,2018-09-05,2794774719.116717
tether,2018-09-06,2811537527.322656
tether,2018-09-07,2812652630.8500752
tether,2018-09-08,2811569543.7653465
tether,2018-09-09,2821504022.42089
tether,2018-09-10,2811552368.644348
tether,2018-09-11,2812137479.260313
tether,2018-09-12,2811471886.824074
tether,2018-09-13,2787130230.2517676
tether,2018-09-14,2786121046.515283
tether,2018-09-15,2789163924.121038
tether,2018-09-16,2791102224.4472256
tether,2018-09-17,2784048694.943757
tether,2018-09-18,2785192872.4087276
tether,2018-09-19,2788943336.1977253
tether,2018-09-20,2791634391.073009
tether,2018-09-21,2787935806.558183
tether,2018-09-22,2798948786.2280807
tether,2018-09-23,2785206696.5311213
tether,2018-09-24,2788848806.7794623
tether,2018-09-25,2784475866.7786613
tether,2018-09-26,2788802967.69347
tether,2018-09-27,2793938156.748332
tether,2018-09-28,2786516141.772556
tether,2018-09-29,2786984879.5727835
tether,2018-09-30,2787146947.902186
tether,2018-10-01,2784012202.20502
tether,2018-10-02,2780675054.058713
tether,2018-10-03,2783984271.383165
tether,2018-10-04,2787393920.869337
tether,2018-10-05,2783163158.37637
tether,2018-10-06,2788311598.5473137
tether,2018-10-07,2786255878.602316
tether,2018-10-08,2786297377.8210297
tether,2018-10-09,2781073505.6273065
tether,2018-10-10,2773726364.82801
tether,2018-10-11,2783485294.021143
tether,2018-10-12,2782596917.9356513
tether,2018-10-13,2780610026.531775
tether,2018-10-14,2780058251.4118385
tether,2018-10-15,2741743088.786245
tether,2018-10-16,2738404240.1470094
tether,2018-10-17,2755618646.1224275
tether,2018-10-18,2754104126.3584948
tether,2018-10-19,2771835186.2940855
tether,2018-10-20,2769255515.863117
tether,2018-10-21,2767264866.7490535
tether,2018-10-22,2770816158.1353126
tether,2018-10-23,2087254167.3464713
tether,2018-10-24,2039936496.9649203
tether,2018-10-25,2040926052.530425
tether,2018-10-26,2041779778.3549309
tether,2018-10-27,2045854211.5300248
tether,2018-10-28,2050417736.83586
tether,2018-10-29,2045435957.1106632
tether,2018-10-30,2054102037.623181
tether,2018-10-31,2054728480.8758912
tether,2018-11-01,2055110924.4811862
tether,2018-11-02,2054366245.874898
tether,2018-11-03,2058355653.340645
tether,2018-11-04,2006976009.2630649
tether,2018-11-05,2045255261.1883419
tether,2018-11-06,2047204953.6733277
tether,2018-11-07,2051069806.466744
tether,2018-11-08,2056799409.2331946
tether,2018-11-09,2052590304.4168873
tether,2018-11-10,2049517476.8911235
tether,2018-11-11,2052518489.2781243
tether,2018-11-12,2043198069.9238548
tether,2018-11-13,2036466263.7881649
tether,2018-11-14,2018746895.1455302
tether,2018-11-15,2035600553.2074025
tether,2018-11-16,2038204379.6122417
tether,2018-11-17,2042210995.60713
tether,2018-11-18,2047424658.0327399
tether,2018-11-19,2024353860.695807
tether,2018-11-20,2018791812.7281194
tether,2018-11-21,2038363321.9104369
tether,2018-11-22,2038890910.9304488
tether,2018-11-23,2043144655.8828652
tether,2018-11-24,2025847077.7439315
tether,2018-11-25,2039979023.7599373
tether,2018-11-26,2033889118.4484031
tether,2018-11-27,2035739632.900767
tether,2018-11-28,2047193813.4174252
tether,2018-11-29,2055234816.6200483
tether,2018-11-30,2047049156.2572145
tether,2018-12-01,2050841698.1684828
tether,2018-12-02,2041915651.1781542
tether,2018-12-03,2052538549.7790797
tether,2018-12-04,2052214663.1853893
tether,2018-12-05,2037218817.906285
tether,2018-12-06,2037768259.5430014
tether,2018-12-07,2060263851.6043994
tether,2018-12-08,2052773624.4192693
tether,2018-12-09,2034843481.230647
tether,2018-12-10,2056095153.7685962
tether,2018-12-11,2055901920.006405
tether,2018-12-12,2053482907.069265
tether,2018-12-13,2049127392.6772015
tether,2018-12-14,2065658182.369759
tether,2018-12-15,2055986706.4454138
tether,2018-12-16,2042314619.387589
tether,2018-12-17,2078166973.46643
tether,2018-12-18,2097996364.4540117
tether,2018-12-19,2067237405.9753437
tether,2018-12-20,2062580881.0424564
tether,2018-12-21,2056026306.9764216
tether,2018-12-22,2086824772.347427
tether,2018-12-23,2068167684.436786
tether,2018-12-24,2066946008.8996406
tether,2018-12-25,2060284718.2792335
tether,2018-12-26,2067085802.4608183
tether,2018-12-27,2056263837.5365794
tether,2018-12-28,2064938691.1037617
tether,2018-12-29,2048421031.6895096
tether,2018-12-30,2071214917.0616748
tether,2018-12-31,2064549306.778545
tether,2019-01-01,2081768947.547985
tether,2019-01-02,2081332301.3271582
tether,2019-01-03,2062404854.7085073
tether,2019-01-04,2076194416.4744503
tether,2019-01-05,2068439244.9795358
tether,2019-01-06,2076417540.2935908
tether,2019-01-07,2070618243.218575
tether,2019-01-08,2066962684.5225656
tether,2019-01-09,2068319295.3167925
tether,2019-01-10,2076503785.0054383
tether,2019-01-11,2074761286.1138682
tether,2019-01-12,2065187828.638456
tether,2019-01-13,2068137631.37113
tether,2019-01-14,2068116971.6723764
tether,2019-01-15,2063760229.0413232
tether,2019-01-16,2065124095.783232
tether,2019-01-17,2062694616.6790762
tether,2019-01-18,2060491672.5368078
tether,2019-01-19,2063763958.6756368
tether,2019-01-20,2058659681.7567708
tether,2019-01-21,2061371005.4595113
tether,2019-01-22,2059929315.2865462
tether,2019-01-23,2059407517.4610245
tether,2019-01-24,2057061191.7614546
tether,2019-01-25,2056945928.0523028
tether,2019-01-26,2056611610.5701642
tether,2019-01-27,2060102767.3196168
tether,2019-01-28,2056914823.222037
tether,2019-01-29,2058162282.3102343
tether,2019-01-30,2056125613.0258608
tether,2019-01-31,2057052051.8271868
tether,2019-02-01,2054695928.8235893
tether,2019-02-02,2054232207.880551
tether,2019-02-03,2057661846.2949367
tether,2019-02-04,2056423997.317251
tether,2019-02-05,2059174017.4397101
tether,2019-02-06,2056763122.2839253
tether,2019-02-07,2055893421.0547292
tether,2019-02-08,2063218010.9849248
tether,2019-02-09,2059394220.2353392
tether,2019-02-10,2060813517.2957861
tether,2019-02-11,2057334897.9263623
tether,2019-02-12,2058607949.1409292
tether,2019-02-13,2058629803.849526
tether,2019-02-14,2057944821.2222755
tether,2019-02-15,2056688196.8095427
tether,2019-02-16,2057497032.700683
tether,2019-02-17,2055359684.4566305
tether,2019-02-18,2054056482.1618903
tether,2019-02-19,2056870928.2897987
tether,2019-02-20,2058804569.6442947
tether,2019-02-21,2058000144.164095
tether,2019-02-22,2061101903.1792564
tether,2019-02-23,2057579428.9799352
tether,2019-02-24,2057172293.4819622
tether,2019-02-25,2052560615.113406
tether,2019-02-26,2056445494.273257
tether,2019-02-27,2062398601.7020733
tether,2019-02-28,2057342972.8255465
tether,2019-03-01,2050563202.3995588
tether,2019-03-02,2055397325.7917216
tether,2019-03-03,2057521963.0599053
tether,2019-03-04,2057283405.8828664
tether,2019-03-05,2059273722.1241288
tether,2019-03-06,2056017071.0924022
tether,2019-03-07,2056603393.5852566
tether,2019-03-08,2057756560.4682076
tether,2019-03-09,2059613267.7937853
tether,2019-03-10,2058018510.27024
tether,2019-03-11,2056158426.2825854
tether,2019-03-12,2057370374.5438573
tether,2019-03-13,2054158370.5296948
tether,2019-03-14,2058070673.8831687
tether,2019-03-15,2058090474.3505268
tether,2019-03-16,2057611140.5835865
tether,2019-03-17,2055749663.4965084
tether,2019-03-18,2059594111.0005782
tether,2019-03-19,2056857601.5188851
tether,2019-03-20,2058141051.4356868
tether,2019-03-21,2056927157.9901137
tether,2019-03-22,2055874929.1234753
tether,2019-03-23,2058923029.916303
tether,2019-03-24,2058377846.4799936
tether,2019-03-25,2051277713.936206
tether,2019-03-26,2059497756.0923193
tether,2019-03-27,2055233665.868978
tether,2019-03-28,2057938698.6797628
tether,2019-03-29,2057620763.6206555
tether,2019-03-30,2059187276.0119786
tether,2019-03-31,2056503957.9496825
tether,2019-04-01,2057429259.2673326
tether,2019-04-02,2063992651.790423
tether,2019-04-03,2065955959.728469
tether,2019-04-04,2058884612.793791
tether,2019-04-05,2063645670.2577176
tether,2019-04-06,2052047755.084336
tether,2019-04-07,2063283127.9854484
tether,2019-04-08,2066844547.3343325
tether,2019-04-09,2064883436.7964501
tether,2019-04-10,2059702912.016333
tether,2019-04-11,2064188994.878883
tether,2019-04-12,2064796842.6238427
tether,2019-04-13,2064081210.2217023
tether,2019-04-14,2067703310.2835479
tether,2019-04-15,2061673213.1570573
tether,2019-04-16,2065850646.7347767
tether,2019-04-17,2065512822.9429836
tether,2019-04-18,2063243045.7907283
tether,2019-04-19,2064755201.6432736
tether,2019-04-20,2063756310.048199
tether,2019-04-21,2073682937.7640917
tether,2019-04-22,2063826783.6423793
tether,2019-04-23,2066710175.4886181
tether,2019-04-24,2070342265.889987
tether,2019-04-25,2047353620.7889452
tether,2019-04-26,2042786524.873991
tether,2019-04-27,2042468591.0454426
tether,2019-04-28,2037015238.6171281
tether,2019-04-29,2043145909.419018
tether,2019-04-30,2045683550.1407673
tether,2019-05-01,2047453191.442309
tether,2019-05-02,2040987464.34003
tether,2019-05-03,2040275714.5748973
tether,2019-05-04,2049693753.2167132
tether,2019-05-05,2046294649.0531607
tether,2019-05-06,2044767701.634085
tether,2019-05-07,2043100838.1574683
tether,2019-05-08,2049871454.6870828
tether,2019-05-09,2055745746.139795
tether,2019-05-10,2055140126.798761
tether,2019-05-11,2066120588.9743962
tether,2019-05-12,2053320888.8606331
tether,2019-05-13,2053965936.0144777
tether,2019-05-14,2053417468.521632
tether,2019-05-15,2056410948.8114793
